id,value
id_0,28.0008098392501
id_1,65.68014922583355
id_2,18.471619046291067
id_3,28.898111508393
id_4,8.8328122791774
id_5,32.96640763088035
id_6,42.97298239680651
id_7,17.336137975764725
id_8,50.50791632283917
id_9,30.469332998290255
id_10,38.219254599814235
id_11,58.039009876248656
id_12,35.994658457266105
id_13,41.42898651179239
id_14,27.344168539708065
id_15,9.793824420668862
id_16,51.574257490763536
id_17,20.977920725272487
id_18,16.880164953052358
id_19,18.471515496364596
id_20,16.261290499548203
id_21,33.14107949619736
id_22,39.33233099575138
id_23,12.734032232811794
id_24,65.17744684400749
id_25,45.18404192024311
id_26,28.259961386935164
id_27,7.554189641708051
id_28,31.501299272268035
id_29,37.55430153336806
id_30,20.120181324913567
id_31,13.647786864120995
id_32,17.39928559910922
id_33,7.963350981201955
id_34,15.415950995318852
id_35,42.74597783370499
id_36,21.595080834464824
id_37,28.060849848224418
id_38,6.772386987341446
id_39,61.32371354536645
id_40,45.19100871090833
id_41,20.459877971439536
id_42,53.66892383900422
id_43,19.332718026245928
id_44,42.721245462510204
id_45,49.22298116970416
id_46,57.567120389503096
id_47,41.600247259572406
id_48,55.61978717708256
id_49,37.658182931010245
id_50,29.905638357553347
id_51,24.931373629506854
id_52,41.65858245302229
id_53,24.04741132728928
id_54,36.23413301442495
id_55,37.02960160183006
id_56,24.13743321491884
id_57,21.940355337397314
id_58,33.9852594171228
id_59,32.694599411445765
id_60,12.00728795643574
id_61,21.374929345183848
id_62,33.92577179274112
id_63,52.012529635237875
id_64,49.96155999976577
id_65,24.223640415963505
id_66,36.58893025627211
id_67,52.88290632452714
id_68,26.90343347663295
id_69,41.96061745428944
id_70,66.62136042006705
id_71,55.129110575660725
id_72,43.12284039829265
id_73,12.356475415029038
id_74,14.460555622872347
id_75,35.166070903854
id_76,61.34530743501725
id_77,1.2213225230926115
id_78,41.216446914533094
id_79,43.39916487372073
id_80,8.182088065326676
id_81,22.599213734386105
id_82,-0.3794219259632451
id_83,30.75481415121898
id_84,5.963793279229977
id_85,4.61120880548595
id_86,18.92401962351252
id_87,10.754439282260218
id_88,22.167220536117892
id_89,22.675182779391
id_90,36.344590141812965
id_91,11.167716754360848
id_92,12.471854295604494
id_93,11.82979235326101
id_94,39.28839892702161
id_95,16.802673435987117
id_96,18.803228550862904
id_97,9.48671239469915
id_98,9.996550045200665
id_99,4.128081804563197
id_100,10.200766277621076
id_101,17.479857432812388
id_102,11.862466803616892
id_103,10.112939384769987
id_104,12.634288947499316
id_105,34.77559933654565
id_106,24.57337807906943
id_107,7.356809884419238
id_108,15.920543284899141
id_109,15.556623608082411
id_110,12.0620356047867
id_111,15.910412722246427
id_112,15.959180450590537
id_113,25.305479116872938
id_114,17.093616612705553
id_115,16.728005159010824
id_116,7.013717865126598
id_117,46.3649389867422
id_118,23.78842114413184
id_119,2.524834001568762
id_120,2.880979395045874
id_121,10.65891729535635
id_122,13.740024050328195
id_123,11.194284766188261
id_124,5.869620389385953
id_125,26.841428515438366
id_126,21.278122745785872
id_127,9.424569538746814
id_128,20.863992202070037
id_129,14.34460385376148
id_130,2.625086269123072
id_131,32.00513741760745
id_132,18.472135127604986
id_133,20.854598796211178
id_134,25.99746497846607
id_135,24.739581991037415
id_136,8.623103349924875
id_137,22.591708502284465
id_138,79.52083566974008
id_139,61.9761745169388
id_140,28.870135401721296
id_141,20.299641999166685
id_142,22.365494039543627
id_143,9.41141307088561
id_144,13.693916819872516
id_145,10.451498258326795
id_146,19.227329598268078
id_147,7.509933987050054
id_148,11.86570413229554
id_149,17.260197528101525
id_150,47.99157935598534
id_151,17.5787183462595
id_152,24.48352896878093
id_153,11.804436887970674
id_154,13.266985792010281
id_155,25.62300319711448
id_156,19.96717552475791
id_157,37.285536322457354
id_158,4.981302881410659
id_159,23.248493112969783
id_160,41.851272314748115
id_161,18.690704306200892
id_162,64.59875930981543
id_163,18.055357017501446
id_164,34.22969854422909
id_165,24.435470591406364
id_166,22.857922303084656
id_167,1.7080732964394474
id_168,67.67464278925529
id_169,13.345584812613323
id_170,18.214657255530685
id_171,68.1969452278084
id_172,20.150800221146902
id_173,4.740266021037092
id_174,25.179897740483042
id_175,-1.1684393999720717
id_176,6.688029694092975
id_177,18.063313950616706
id_178,21.08821081328895
id_179,22.179346418548093
id_180,43.973338223183674
id_181,34.48953074507092
id_182,30.179801615440883
id_183,13.153940097728201
id_184,6.471765861380014
id_185,42.740325585582084
id_186,37.407131599416104
id_187,32.35284227796611
id_188,18.626173285149193
id_189,22.383176734266907
id_190,13.758478956006678
id_191,17.96994570593099
