id,value
id_0,25.700797450698925
id_1,64.4999745883032
id_2,19.377775854245204
id_3,28.559956399228064
id_4,9.269833559315288
id_5,30.296042543138697
id_6,41.57777376350035
id_7,16.38360169777672
id_8,50.81518368750506
id_9,32.68861935926367
id_10,37.771411372334796
id_11,58.450025234208596
id_12,35.76546821151618
id_13,38.21765309705914
id_14,28.9761725827799
id_15,11.958659078454675
id_16,51.3533731231629
id_17,22.721458476907223
id_18,15.58541423595057
id_19,17.516923372229964
id_20,15.47324966313702
id_21,29.53605192335301
id_22,39.95137584026371
id_23,9.963778290642528
id_24,61.37643321724662
id_25,45.90042651135306
id_26,26.55155514515745
id_27,7.496338352495735
id_28,29.37426648992405
id_29,35.55681873447154
id_30,17.687882156477666
id_31,11.52764091038259
id_32,16.609358165296534
id_33,7.585728534054539
id_34,16.057031991693457
id_35,43.523640462457664
id_36,22.962273173604544
id_37,27.787532714279955
id_38,10.44034213656053
id_39,57.02163407592953
id_40,46.08453569464981
id_41,20.490003173805405
id_42,53.49223379465665
id_43,18.525203845779053
id_44,43.76029254428606
id_45,50.0480244856019
id_46,58.172981107747184
id_47,40.898188783395085
id_48,54.67079386099446
id_49,38.977368425270306
id_50,30.864115186150315
id_51,22.90094768823365
id_52,41.93013256632123
id_53,25.152039718312192
id_54,36.56171448910004
id_55,38.57373084439568
id_56,24.495245272139616
id_57,20.992712636731223
id_58,35.90083121353949
id_59,33.01369948346645
id_60,11.816476105972505
id_61,23.97422442234189
id_62,31.384321466949483
id_63,51.81220296977795
id_64,49.95611398971379
id_65,26.187811889200162
id_66,37.83509077221646
id_67,52.071712350598325
id_68,29.314865622378445
id_69,38.92263555860434
id_70,64.86043886017244
id_71,55.57217381611807
id_72,42.46290391634421
id_73,14.489354416248132
id_74,13.705744172988206
id_75,35.308945041317095
id_76,62.97106299750551
id_77,2.1815327183892843
id_78,42.221817758582695
id_79,41.70638302786521
id_80,8.800767355450756
id_81,21.121507832486497
id_82,5.951156924799438
id_83,32.002860358848174
id_84,8.018452210610478
id_85,4.973962841304678
id_86,17.050572352129617
id_87,11.741643201079375
id_88,18.169036043722205
id_89,21.97884827881528
id_90,35.42203140078556
id_91,12.45801845510929
id_92,11.534134523890208
id_93,10.579581512583268
id_94,36.92971027609261
id_95,15.195884765112737
id_96,17.305651146962603
id_97,9.173534058960273
id_98,10.506475350020677
id_99,4.797411992693993
id_100,10.287916143926232
id_101,18.768350900992484
id_102,11.385726331462354
id_103,9.159983354449839
id_104,12.968776543971282
id_105,36.62205148082768
id_106,22.90296595482799
id_107,8.361144259431711
id_108,17.412491143377828
id_109,16.06850419979102
id_110,11.13857708547645
id_111,14.716920470511095
id_112,16.44428566336007
id_113,24.707974327213503
id_114,20.070045039312628
id_115,15.502213505868532
id_116,9.017285173013663
id_117,43.684742640786595
id_118,25.638722918595178
id_119,0.9370984201534936
id_120,0.24979470270046866
id_121,10.410080637485532
id_122,12.49359574301545
id_123,11.923974138954808
id_124,7.246860791946273
id_125,25.088178848044397
id_126,23.616358299357234
id_127,9.191590651442691
id_128,19.497129708003413
id_129,13.153881673605355
id_130,-0.4001163503424467
id_131,31.976130773000737
id_132,15.485828242403086
id_133,21.915845220446478
id_134,26.936410837311783
id_135,25.318112499700447
id_136,9.886437810898336
id_137,22.777706810916516
id_138,78.29633228022612
id_139,62.82591500825178
id_140,27.69928416103929
id_141,18.910965193278322
id_142,24.532584138938912
id_143,7.245869939445858
id_144,14.3326446545681
id_145,9.480566842517085
id_146,19.709142551368338
id_147,7.386260210689984
id_148,12.360875321256636
id_149,16.325786458702833
id_150,45.55897370704267
id_151,19.338446178774706
id_152,21.84906986018344
id_153,14.003768864309363
id_154,14.14806419470649
id_155,23.594432444701525
id_156,24.285479233241706
id_157,37.14736777926572
id_158,3.4254129400553355
id_159,22.66819314880997
id_160,41.40126092804329
id_161,19.2097652587234
id_162,60.64481132569069
id_163,16.562334486934553
id_164,34.0208866242903
id_165,25.053828632152612
id_166,22.04493620382131
id_167,0.5564464071496155
id_168,68.66602454734792
id_169,16.11168995526808
id_170,15.980049957684678
id_171,70.63850194150716
id_172,20.58221972214652
id_173,2.528002833263161
id_174,24.105475143680156
id_175,-0.1331419335726131
id_176,8.948617118439243
id_177,18.12849791735781
id_178,22.52275482294148
id_179,24.284195965188804
id_180,42.48063204766578
id_181,34.203300053035285
id_182,30.707323668982422
id_183,14.630812194821173
id_184,7.333918078572122
id_185,42.15268560140332
id_186,35.85366975032367
id_187,33.83653909859392
id_188,15.2689130267344
id_189,24.518619836700477
id_190,14.378968963947441
id_191,15.017009165575121
id_192,29.81452104475933
id_193,73.7067337140828
id_194,31.81904472848173
id_195,10.812818515483622
id_196,62.167585209962745
id_197,17.78887147510123
id_198,19.981310626637846
id_199,20.878426372455408
id_200,122.82941449994428
id_201,22.79867452001372
id_202,58.39641134867261
id_203,4.3408962124883
id_204,58.95399138382322
id_205,34.09732508824396
id_206,14.627899897550165
id_207,15.15816824510954
id_208,60.666564256487305
id_209,13.993179842477046
id_210,38.416508459943124
id_211,68.17139712839365
id_212,19.126156451731838
id_213,113.92717190562881
id_214,40.60671630605995
id_215,76.04376470376225
id_216,90.44518898905562
id_217,71.00909847237966
id_218,30.50638949030939
id_219,21.7588682332928
id_220,30.215961284815222
id_221,56.40483695193443
id_222,25.87139187027758
id_223,38.671589916240556
id_224,42.93272009934029
id_225,9.675508304415423
id_226,5.923976526027408
id_227,81.6040475163955
id_228,29.29700326343723
id_229,1.8819501682191662
id_230,39.91151453460249
id_231,14.859646695282793
id_232,22.32751483258533
id_233,7.0299773626540425
id_234,15.977963933924775
id_235,25.17632444864474
id_236,14.365238915788128
id_237,3.482359609336121
id_238,23.089099312930383
id_239,13.117835438254982
